,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
71215,71215,400lQTCx3wYGgqAIHSZbNA,Linkin Park,Minutes to Midnight,Given Up,54,189293,True,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,4,metal
43145,43145,2eoOnhdyLKhPaSW3PhfRSv,Trazendo a Arca,Pra Tocar no Manto (Ao Vivo),Seras Sempre Deus - Ao Vivo,37,352786,False,0.536,0.679,4,-5.863,0,0.028,0.01,0.0,0.964,0.149,144.015,4,groove
14251,14251,77b2tRlrJMrtxu0439JMaL,Pinkfong,Pinkfong Animal Songs,Animals Sound Fun,57,74292,False,0.53,0.511,0,-4.79,1,0.205,0.58,1.17e-06,0.102,0.635,173.879,4,children
92295,92295,18p2UDumDJbYdZAT2st0Bs,Rebel Cats,Puro Cañonazo,La Dosis Perfecta,33,200720,False,0.639,0.937,5,-5.118,0,0.0865,0.0513,3.56e-05,0.0969,0.895,154.956,4,rockabilly
6822,6822,4blgEi5rdVQ4UjGTfgXyny,Enslaved,Riitiir,Riitiir,16,326133,False,0.2,0.954,1,-5.606,1,0.0697,2.5e-06,0.00882,0.306,0.24,104.1,4,black-metal
83779,83779,0oiXA5d3B3QAbHFwom7OJZ,Massane;MAGNUS,Visage 4 (By My Side),By My Side,53,213934,False,0.538,0.826,8,-7.838,1,0.0297,0.458,0.293,0.11,0.441,122.0,4,progressive-house
77577,77577,2F5I3TlH6JPMrwmcqxkuvF,Atitude 67,Laje 67 (Ao Vivo),Netflix - Ao Vivo,45,172124,False,0.713,0.885,9,-5.971,1,0.071,0.33,0.0,0.362,0.897,74.998,4,pagode
96527,96527,2o72ijZlp54mtVOw2HR9s3,Xande De Pilares,Pão Que Alimenta (Ao Vivo),Pão Que Alimenta - Ao Vivo,39,188804,False,0.602,0.799,2,-6.188,1,0.0431,0.696,0.0,0.977,0.831,109.98,4,samba
103676,103676,2oMRlIlrDL3RJmCKX4Tw9y,Olivia Dean,pov: it's 2020,The Hardest Part,0,176053,False,0.77,0.523,0,-6.055,1,0.0456,0.337,0.0,0.105,0.412,93.966,4,soul
56173,56173,2IO7yf562c1zLzpanal1DT,Halsey,BADLANDS (Deluxe),Gasoline,72,199593,True,0.731,0.58,10,-7.328,0,0.0399,0.223,0.0,0.129,0.319,119.997,4,indie-pop
97213,97213,4FuJdJHuaiEImmvEPHbV5z,Chitãozinho & Xororó,Grandes Clássicos Sertanejos Acústico I,Saudade da Minha Terra,51,195306,False,0.756,0.604,2,-7.541,1,0.033,0.205,0.0,0.813,0.961,112.159,3,sertanejo
23255,23255,6a8LfgC5aAaHNhsQcGQY1r,Tensnake;Cara Melín;LP Giobbi,Antibodies,Antibodies - LP Giobbi Remix,66,312226,False,0.61,0.765,3,-4.914,1,0.172,0.175,1.05e-06,0.0914,0.243,125.028,4,deep-house
24615,24615,3NLoqZDeUFDn8yNfJ54p4v,ONYVAA;Mattia Trani,Climax EP,Toro - Onyvaa mix,7,323811,False,0.787,0.892,0,-7.964,1,0.0532,5.32e-05,0.912,0.113,0.0728,133.958,4,detroit-techno
43851,43851,4AHbsdacRagQT4GklwTtON,Gorgon City,Skywalk,Skywalk,43,303125,False,0.672,0.712,9,-8.198,0,0.0594,0.000587,0.24,0.088,0.0389,124.015,4,groove
44326,44326,3KsatAMRt1a7iryhWt5I8U,Foo Fighters,Greatest Hits,Wheels,64,278213,False,0.426,0.792,9,-4.709,1,0.0374,0.000495,5.1e-06,0.142,0.557,161.994,4,grunge
15232,15232,4ID45W7QoisqbyFPst3wih,Lokel,World Burns,World Burns,60,141049,False,0.781,0.373,11,-10.866,1,0.0791,0.202,0.0346,0.142,0.301,125.978,4,chill
11641,11641,4pODICyT0skWqpXC2FrJ9o,The Rolling Stones,Flashpoint,Ruby Tuesday - Live / Remastered 2009,30,213466,False,0.446,0.878,0,-4.238,1,0.0469,0.704,0.00153,0.99,0.435,107.843,4,british
90408,90408,7oggOq7kvGjZ3YgBlPV0Iy,Los Camisas Negras,El Tigre,Zapatos De Ante Azul,33,107972,False,0.515,0.877,7,-2.971,1,0.0492,0.769,1.82e-06,0.0937,0.764,93.678,4,rock-n-roll
19480,19480,3hNGMcAUI003T6reBA4aW7,Trace Adkins,Tailgate Country,Honky Tonk Badonkadonk,0,241133,False,0.643,0.919,2,-3.487,1,0.0551,0.338,0.0,0.0555,0.823,114.983,4,country
28733,28733,4llIZen1Cn4mi3DJm2Lqlz,Gregory Isaacs,Night Nurse (Expanded Edition),Cool Down The Pace,57,317360,False,0.87,0.299,10,-13.409,1,0.248,0.122,0.0514,0.0926,0.933,75.895,4,dub
24771,24771,1UYKFzU2psS3J0jvGKmh2u,Model 500,Deep Space,Orbit,6,429586,False,0.769,0.529,11,-11.44,1,0.195,0.0259,0.905,0.536,0.503,144.817,4,detroit-techno
14840,14840,0xHYvUPIWA22qhSAOCBekx,Rolf Zuckowski;Sasha;Oonagh;Dominik Wolff,Rolfs neue Vogelhochzeit,"Tick, tick, tick",29,133533,False,0.878,0.202,0,-18.367,1,0.548,0.818,0.0,0.414,0.612,116.076,4,children
93221,93221,4BxiEpXb9sQjOGkMmglxCG,Zhanna Bichevskaya,"Золотые хиты, Ч. 1",Донская баллада,7,193586,False,0.454,0.28,0,-10.789,1,0.0453,0.879,0.0,0.111,0.563,129.936,3,romance
102758,102758,52Mwe2iVyOtsGEmZNCh5jy,Brent Morgan,What Dreams Are Made Of,What Dreams Are Made Of,57,148500,False,0.544,0.192,4,-13.264,1,0.0354,0.769,0.0,0.0938,0.199,114.659,4,songwriter
61122,61122,7yRrWITiPlVJs5X9DhmNjl,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),AM1:27,30,246773,False,0.66,0.912,8,-5.319,0,0.052,0.167,0.0,0.219,0.774,140.002,4,j-idol
60737,60737,5mgXsAQ4aP2I0pGqL1Y1xe,Alkaline,Death Announcements,Death Announcements,21,188000,False,0.499,0.961,9,-3.028,1,0.436,0.406,0.0,0.273,0.534,70.471,3,j-dance
48308,48308,2CPturRUlpvirYr7VpkXCV,Nas,Illmatic,It Ain't Hard to Tell,65,202106,True,0.69,0.729,11,-5.819,0,0.221,1.7e-05,0.0431,0.152,0.357,91.376,4,hardcore
24834,24834,2cHfKFYrqbH0LshSYScs5O,Theo Parrish,This is for You,This Is For You - Instrumental,5,700757,False,0.798,0.592,9,-9.28,0,0.0875,0.0401,0.933,0.0906,0.168,119.97,4,detroit-techno
70050,70050,5Vnx5i9VJSZ6ayfK6jncf8,Fei Yu-ching,天之大,一翦梅,54,234866,False,0.29,0.482,6,-8.207,0,0.035,0.145,0.000171,0.12,0.247,141.459,4,mandopop
10704,10704,2Atzk0W2RHeZw2oIiaBubK,Noisia,Split the Atom (Special Edition),Tommy's Theme - Original,40,280308,False,0.497,0.727,6,-3.796,0,0.0412,0.00217,0.0428,0.124,0.191,73.978,4,breakbeat
64734,64734,4keovyJwAJest604xwXXEC,Sarah Vaughan,Desayuno en calma,Misty,0,178400,False,0.194,0.288,5,-10.647,1,0.0359,0.892,1.84e-06,0.336,0.143,66.13,4,jazz
13268,13268,5d433OIILYJe2NQONRyI2u,Mr. Fingers,Outer Acid EP,Aether,12,408671,False,0.716,0.667,4,-10.016,0,0.0619,0.248,0.839,0.103,0.389,109.002,4,chicago-house
17628,17628,1kLuGwD2qUanffeftdCP6l,MAGNAVOLT;Sleen Mp,Hard Instincts (Sleen Mp Remix),Hard Instincts - Sleen Mp Remix,16,207618,False,0.605,0.679,7,-9.041,1,0.0305,0.0202,0.808,0.127,0.303,99.999,4,club
26048,26048,5aKeoAh8dF3mZEt5Av3LvZ,Fred Mollin,Disney's Lullaby Album Vol. 2,You Can Close Your Eyes - Instrumental,37,208360,False,0.215,0.128,2,-17.217,1,0.0341,0.924,0.85,0.0761,0.121,56.646,3,disney
11104,11104,3xxmjMvJsSR3L7mUOxP9QA,Noisettes,Wild Young Hearts,Never Forget You,66,192213,False,0.569,0.692,9,-4.683,1,0.0323,0.0167,3.78e-05,0.126,0.737,141.632,4,british
106868,106868,1blNFGdayj8pp6tnZUhzDH,Bo Kaspers Orkester,I centrum,Fyrarättersmål,34,159080,False,0.818,0.394,0,-10.768,0,0.0369,0.83,4.51e-05,0.124,0.784,108.937,4,swedish
3362,3362,3dxiWIBVJRlqh9xk144rf4,Linkin Park,Meteora (Bonus Edition),Breaking the Habit,71,196906,False,0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021,4,alternative
108369,108369,1VGKpIhvN8wI0WUt1NoyxO,Lidia Borda;Orquesta El Arranque,Tal Vez Será Su Voz,Fruta amarga,20,249240,False,0.482,0.404,0,-5.913,0,0.0397,0.809,0.0,0.163,0.493,111.594,4,tango
69878,69878,5hh7V3undH1Gqth5kJOhMR,K. S. Harisankar;Sreejith Edavana;Nayana Thaara,"Doorangal (From ""Pranah"")","Doorangal - From ""Pranah""",19,248250,False,0.669,0.555,9,-9.772,0,0.0409,0.344,6.43e-06,0.078,0.428,119.982,4,malay
108656,108656,4OyBpawRu6Bh5CpK8bBXh4,Julieta Laso,Martingala,La Piel de la Ciudad,18,193348,False,0.339,0.42,4,-9.019,0,0.0843,0.473,2.42e-05,0.0856,0.208,173.932,3,tango
45684,45684,0og2U8tsBAR7NJysRR6uBU,Al Di Meola;John McLaughlin;Paco de Lucía,Friday Night in San Francisco,"Mediterranean Sundance / Rio Ancho - Live at Warfield Theatre, San Francisco, CA - December 5, 1980",49,691306,False,0.415,0.576,4,-11.628,0,0.0331,0.834,0.808,0.698,0.556,100.54,4,guitar
44945,44945,1BpBQgXxBDGlwvuJWEN0dU,Shinedown,Somewhere in the Stratosphere,Her Name Is Alice - Live from Washington State,25,305280,False,0.467,0.521,7,-5.787,0,0.0314,0.135,2.29e-05,0.729,0.0399,95.091,4,grunge
6898,6898,3YOKyRXiCzcVH12q90OwBT,Sarcófago,Inri,The Black Vomit,17,142800,False,0.258,0.923,11,-8.002,0,0.045,0.0008,0.243,0.771,0.578,132.494,4,black-metal
12726,12726,7wL87unK7Vi96HM0I5vgB0,Faye Wong,王菲2001,流年,40,276973,False,0.617,0.553,10,-8.072,0,0.027,0.591,2.81e-05,0.237,0.206,111.92,4,cantopop
57908,57908,7Ja9xfr9nlVNCfpwTZfx37,Joi Barua;Neuman Pinto,Udaan,Kahaani (Aankhon Ke Pardon Pe),42,207208,False,0.299,0.178,4,-11.279,1,0.03,0.804,0.000366,0.0867,0.0653,98.92,4,indie
78662,78662,1x9PpsSTNTjuEGfJDX9Xhu,Unnormal,Taylor,Taylor,26,218000,False,0.708,0.964,0,-1.884,1,0.184,0.0805,0.0,0.147,0.568,141.961,4,party
71640,71640,3jagGO7eHHuaD53ibehkux,Mastodon,Leviathan,Blood and Thunder,65,228586,False,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,4,metal
87240,87240,1RNJP2UR28cOToXUnWB8N9,The Platters,Xmas Classics 2022,All I Want For Christmas Is My Two Front Teeth,0,131973,False,0.693,0.338,0,-6.372,1,0.0345,0.752,0.0,0.355,0.583,79.443,4,r-n-b
59843,59843,5UVhiRDRO66p5ZrbNAyCpH,Idin Samimi Mofakham,Concertos,Holography (Concerto for Piano and Orchestra),0,1339977,False,0.164,0.259,4,-16.207,1,0.0377,0.696,0.533,0.122,0.035,86.187,4,iranian
19608,19608,5KqldkCunQ2rWxruMEtGh0,Kenny Rogers,The Gambler,The Gambler,75,214880,False,0.671,0.501,4,-13.119,1,0.0594,0.342,0.0,0.194,0.86,87.04,4,country
17755,17755,4IXcyFokSa9eoAdzTX8mFT,Absolute Valentine;Billy Mays Band,DNA War,DNA War,38,243789,False,0.598,0.865,8,-8.419,1,0.0441,0.00781,0.747,0.119,0.157,94.972,4,club
70013,70013,4hJbPNtAKE6wHUbFas3LzH,Jeff Chang,無別 (動畫《天官賜福》片頭曲),無別 (動畫《天官賜福》片頭曲),47,257235,False,0.365,0.394,4,-10.865,0,0.0468,0.799,0.0,0.197,0.354,143.468,4,mandopop
86686,86686,5I89rHeQpxFGVseikEgY12,The Dead Milkmen,Big Lizard In My Backyard,Bitchin' Camaro,39,181066,True,0.552,0.494,0,-11.823,1,0.44,0.595,8.39e-05,0.0561,0.817,155.138,4,punk
87622,87622,4jLRskkvnFsjUB3mvtXp5M,Alberto Vazquez;Estela Nuñez,Cosas de Alberto Vázquez,Para Decir Adiós,43,187426,False,0.578,0.4,11,-11.207,0,0.0285,0.248,0.0,0.218,0.479,89.31,4,r-n-b
2525,2525,6ZkeNE5zlcl13PbnzXdw38,Charlie Brown Jr.,Acústico (Ao Vivo),Tudo Pro Alto - Ao Vivo,48,184093,False,0.474,0.983,10,-5.498,0,0.0598,0.0182,0.000128,0.691,0.725,92.68,4,alt-rock
2536,2536,5L0oNcUAPW4zFLBekccycM,Sumo,Llegando Los Monos,El Ojo Blindado,50,134173,False,0.192,0.894,2,-7.136,1,0.0421,3.42e-06,0.0028,0.025,0.67,194.458,4,alt-rock
9027,9027,4Lfod3ZkXkJBZZhw2cHKCk,Antônio Carlos Jobim,Ressaquinha,Neptune's Hep Tune,0,133506,False,0.548,0.412,5,-10.248,1,0.0333,0.807,0.934,0.127,0.325,79.512,4,brazil
42717,42717,6eFSv7xa8Qu7el4bHDFLo2,Cäbränegrä,Cäbränegrä,Exploração Midiática,11,69273,True,0.226,0.987,0,-6.822,1,0.141,3.41e-06,0.653,0.294,0.133,106.698,4,grindcore
13537,13537,038lOoYSgahzWZcnSeDOXO,Marshall Jefferson;Noosa Heads;Justin Martin,Tapes,Mushrooms (Justin Martin Remix),7,499206,False,0.796,0.615,6,-10.511,0,0.0542,0.00383,0.795,0.0626,0.544,125.009,4,chicago-house
111349,111349,54KxjGEVqy7wtoICc4858l,Mr. Scruff,Keep It Unreal,Spandex Man,23,278140,False,0.707,0.522,7,-9.798,1,0.259,0.0691,0.876,0.105,0.727,208.065,4,trip-hop
42599,42599,0nlaO77ujNnKLg8Upok59v,Napalm Death,Death By Manipulation,Suffer The Children,13,260266,False,0.326,0.88,6,-14.965,0,0.103,5.77e-06,0.903,0.277,0.496,111.099,3,grindcore
110895,110895,3tfga0DJ46WbGdQJjaqcq2,NG Rezonance,"Syncopy Radio Edits, Vol. 2",Liberation - 155 Radio Edit,29,127354,False,0.481,0.988,9,-5.331,0,0.204,0.0182,0.967,0.119,0.12,154.998,4,trance
63188,63188,2rZ113Rwo5iwIA2orRpDKI,Eikichi Yazawa,LIVE DECADE 1990-1999 (50th Anniversary Remastered),ファンキー・モンキー・ベイビー - Live at 横浜スタジアム'95 - Remastered 2022,41,144080,False,0.573,0.961,4,-5.012,1,0.0639,0.0175,4.17e-05,0.945,0.773,136.193,4,j-rock
90471,90471,55Xrxpi5WADlaefkGB6M96,Mike Laure,Boleros Sabrosos,Hoja Seca,33,155155,False,0.654,0.477,10,-6.43,1,0.0465,0.68,0.0,0.0849,0.853,128.896,4,rock-n-roll
73008,73008,2K0uZFmADV2hpSvJITvGoL,Joris Delacroix,Aiguilhe,Aiguilhe,57,289268,False,0.687,0.892,4,-7.473,0,0.0613,0.205,0.814,0.0636,0.197,123.026,4,minimal-techno
75620,75620,7u02B0AULoxze1og8i4bNO,Dan Gibson's Solitudes,Fountain of Youth,Curious Beauty,22,117120,False,0.294,0.132,2,-15.703,1,0.0445,0.972,0.0474,0.0992,0.0358,69.944,5,new-age
69195,69195,4lrKVSLsKc7R8ggs1SX08n,Job Kurian;Rita,Urumi (Original Motion Picture Soundtrack),Aaranne Aaranne,39,164213,False,0.6,0.358,11,-9.434,1,0.745,0.772,2.61e-05,0.359,0.688,171.739,3,malay
60962,60962,1yBfX6XP085S7jZxQnpymy,Vybz Kartel,Kingston Story (10th Anniversary Deluxe Edition),Drinkin & Smokin,18,206071,False,0.715,0.571,9,-8.214,0,0.306,0.0803,7.07e-06,0.101,0.369,83.453,4,j-dance
58514,58514,0nlu3hwxI2tsmJpnNKfJBU,(Hed) P.E.,Truth Rising,No Rest For The Wicked,24,237480,True,0.608,0.902,7,-5.213,1,0.104,0.000693,2.16e-06,0.0321,0.689,107.502,4,industrial
21690,21690,7F7Bga2mi1fYcuY7gspC2G,Almeyda,Voz Que Sana,Rara,29,212540,True,0.791,0.682,7,-5.574,1,0.0845,0.477,9.4e-05,0.0846,0.788,175.947,4,dancehall
2577,2577,0fdN1fuFWKKACOGnDJmyiC,Os Paralamas Do Sucesso;Pitty,Multishow Ao Vivo Paralamas Brasil Afora (Ao Vivo / Deluxe),Tendo A Lua - Ao Vivo,48,188853,False,0.688,0.601,2,-9.324,1,0.0442,0.0905,0.000513,0.952,0.643,81.128,4,alt-rock
48669,48669,6nHNZe1zq1dSK6P4y6wsio,Dr. Peacock,Reverze 2020 Power Of Perception,It's A Dream 2K19,31,208880,False,0.237,0.949,0,-4.912,1,0.321,0.00121,0.411,0.0948,0.0397,200.08,4,hardcore
84180,84180,1GEOSS415bZVHNuXWlCT6b,Pink Floyd,The Wall,Mother,63,334893,False,0.578,0.15,7,-17.335,1,0.0334,0.243,0.00707,0.0825,0.12,135.22,4,psych-rock
24525,24525,00GVRTIWMjYwwHEjTLclgf,Robert Hood,Internal Empire,Home,8,451533,False,0.615,0.896,11,-13.426,0,0.0542,0.014,0.888,0.148,0.36,137.675,4,detroit-techno
14316,14316,3gQeoqayS6qcoH8FtAlCh8,CoComelon,Nursery Rhymes by CoComelon,Apples And Bananas (Phonics Song),44,214000,False,0.869,0.315,4,-7.254,1,0.0491,0.518,4.86e-05,0.0863,0.817,139.962,4,children
61833,61833,221ZnMx1wtrmOt2tDp4jvJ,Sakurako Ohara,Passion,I am I,19,228253,False,0.693,0.832,10,-2.008,1,0.0333,0.145,0.0,0.106,0.523,119.95,4,j-idol
17879,17879,0axJOlU1BJqXET56Sd9Q7l,Neo Fresco,"No False Idols, Chapter 1",Red Pyramid X,15,325198,False,0.792,0.955,11,-6.089,1,0.0482,9.2e-05,0.879,0.0586,0.118,123.984,4,club
30513,30513,4Xgmn95texORroGsAUu3sY,Nucleya;Gagan Mudgal,Raja Baja,Bhayanak Atma,48,210309,False,0.549,0.954,5,-7.046,1,0.152,0.00127,0.16,0.142,0.613,194.043,4,edm
5180,5180,2RaiBxsqe36vP0akK2BWHZ,Pharozen,Suzume no Tojimari Fan Original Soundtrack,"Suzume (From ""Suzume no Tojimari"") - Orchestral Lullaby Version",45,158887,False,0.468,0.223,5,-12.11,1,0.0336,0.719,0.0408,0.0598,0.401,155.97,4,anime
41750,41750,6NvjefGOBXHhY8iCv8NiEN,Elysion,Silent Scream,Killing My Dreams,49,231013,False,0.51,0.885,6,-5.322,0,0.0442,0.000231,0.00193,0.376,0.647,100.02,4,goth
3998,3998,5zc2yka1Itw55sYxeGH4Sp,Las Pastillas del Abuelo,Vivo De Pastillas: Locura Y Realidad (Live In Buenos Aires / 2016),Rompecabezas De Amor... - Live In Buenos Aires / 2016,48,305813,False,0.537,0.688,2,-5.879,0,0.0308,0.33,1.22e-05,0.896,0.337,76.155,4,alternative
110204,110204,1s0bfXRHSFSJENNMDgVt9C,KiLLATK,Mangeshkar,Mangeshkar,31,384000,False,0.521,0.829,11,-9.193,1,0.0987,0.011,0.792,0.13,0.168,180.037,4,trance
46935,46935,66RmCls2Y9g6evCIZfdht5,Bertocucci Feranzano,Thunderdome Never Dies,XTC Love,15,335563,False,0.662,0.963,4,-3.153,0,0.122,0.0107,0.71,0.662,0.238,165.843,4,happy
112985,112985,3G8gAZWEo5py4XsVOA2xr2,Havva Öğüt,Duvarlara Yazıyorum İsmini,Duvarlara Yazıyorum İsmini,38,213900,False,0.497,0.578,9,-7.597,1,0.0389,0.835,0.0,0.236,0.676,157.918,4,turkish
56784,56784,1kJvdhrr9MHOZ1e1PhTXTG,Prateek Kuhad,The Way That Lovers Do,Drown,41,167586,False,0.358,0.58,5,-9.924,1,0.045,0.768,0.0058,0.127,0.352,98.853,4,indie-pop
4819,4819,6vMaCzTnismT6N45MDCMfa,You'll Never Get to Heaven,Images,Beyond the Clouds,47,248680,False,0.633,0.574,7,-9.667,0,0.0299,0.792,0.921,0.105,0.236,117.515,4,ambient
97394,97394,0Epa257biKX4Ck7f0AJ643,Matogrosso & Mathias,Matogrosso & Mathias (Ao Vivo),Um Século Sem Ti - Ao Vivo,48,226160,False,0.586,0.79,6,-3.568,0,0.0363,0.197,0.0,0.438,0.523,136.949,4,sertanejo
73006,73006,2gauzJG2UlNCWiBP5ppcNc,ANNA;Ravid,Unity Pt. 3,Cosmovision,53,213390,False,0.644,0.757,1,-8.204,1,0.0388,0.0677,0.864,0.103,0.0462,128.017,4,minimal-techno
101244,101244,7ctuomrQXFdBVcQ6M76klH,Weißes Rauschen HD,Meereswellen zum Schlafen: Weißes Rauschen für den Schlaf,Strandstille,45,227044,False,0.0837,0.354,10,-28.789,1,0.0542,0.91,0.942,0.42,0.000378,165.855,4,sleep
58524,58524,1XLDwj2XXXNPOJvpvjHOas,Marilyn Manson,Mechanical Animals,I Don't Like The Drugs (But The Drugs Like Me),54,303466,True,0.564,0.834,2,-6.978,1,0.0384,0.00129,0.0,0.886,0.534,93.906,4,industrial
24229,24229,6YPjV3AAj9nG2CrwopcPDS,Omar S;Ian Finkelstein,You Want,That's Lil Boy,10,654667,False,0.756,0.939,1,-4.919,1,0.0609,0.000267,0.854,0.0861,0.16,124.0,4,detroit-techno
5800,5800,3fPKBKKDNS1VFsVjkTmRFw,UVERworld,Touch off,Touch off,47,260706,False,0.499,0.891,4,-3.757,0,0.0459,2.86e-05,0.000313,0.28,0.215,99.995,4,anime
103499,103499,0KssXd0eRu50VRoAukreZL,James Brown,Home For Christmas 2022,Santa Claus Go Straight To The Ghetto,0,181052,False,0.639,0.61,0,-6.101,1,0.0446,0.481,0.0,0.203,0.812,139.608,4,soul
24189,24189,0UlSTv7h3xyrkTUnG2XhLL,Carl Craig,Versus,Sandstorms,12,385578,False,0.552,0.616,5,-14.572,1,0.0328,0.0345,0.94,0.0804,0.234,119.994,4,detroit-techno
26645,26645,4wFG58SKW7jZC1wp6paThJ,Paula Vesala;Pasi Ruohonen;Antti Paakkonen;Joonathan Kettunen,Leijonakuningas (Alkuperäinen Suomalainen Soundtrack),Tunnetko tään rakkauden,20,182613,False,0.341,0.274,5,-9.228,1,0.0457,0.79,0.0,0.0845,0.326,76.51,4,disney
74396,74396,2zSTvC7IA8EiD4cvo4VdVr,Chico Science;Nação Zumbi,Da Lama Ao Caos,A Cidade,45,286666,False,0.734,0.824,7,-9.932,1,0.0493,0.0559,0.00237,0.0606,0.911,95.534,4,mpb
53130,53130,4lftmZjJPhQ9fR67DFiO8n,Robin Schulz;Francesco Yates,Comme un lundi,Sugar,3,219043,False,0.635,0.813,5,-5.098,0,0.0578,0.0187,0.0,0.163,0.641,123.065,4,house
57985,57985,65th5rvfKwwBfR4YaJvpEY,Bhuvan Bam,Dhindora,Bann Gayi Zindagi,40,186185,False,0.674,0.719,2,-7.157,1,0.0327,0.796,1.13e-05,0.15,0.646,97.005,4,indie
87397,87397,3oUei2Bw7DZUaTo55Rsz6q,Mariano Barba,"Gold Collection, Vol. 1",Otra Vez Dos Corazones,46,242360,False,0.683,0.498,0,-12.177,1,0.0387,0.633,0.000849,0.128,0.9,147.837,4,r-n-b
109105,109105,6zjFDWbTd9W8BAYUfDOc4B,BLOT!,Paradise Lost,Paradise Lost,26,467547,False,0.708,0.804,5,-9.996,1,0.039,0.0267,0.917,0.0919,0.668,121.008,4,techno
83019,83019,7Feaw9WAEREY0DUOSXJLOM,Martin Garrix;Macklemore;Fall Out Boy,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),74,163804,True,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,4,progressive-house
11271,11271,3QMozI3U5p1BDf7LGB6dan,Henry Jackman;Matthew Margeson,Kingsman - The Secret Service (Original Motion Picture Soundtrack),Manners Maketh Man,45,97986,False,0.316,0.258,11,-12.151,0,0.0386,0.779,0.49,0.0892,0.168,116.926,4,british
22386,22386,0qkqKBRv8FJKx50yyI9B6b,Gideon,Milestone,Prodigal Son,25,172986,False,0.531,0.947,6,-3.903,1,0.0871,0.000102,0.0,0.126,0.285,105.009,4,death-metal
26046,26046,6drB7VmifUB02MWsY2WZLJ,Thorbjørn Harr,Karsten og Petra - Sangene fra filmene og TV-serien,Fise-vise,39,124753,False,0.526,0.674,7,-6.896,1,0.21,0.671,0.0,0.285,0.963,94.286,3,disney
70734,70734,0a5bri0S23Mx2e62v2HsYU,Aaron Kwok;Frankie,郭富城精選2006,鐵幕誘惑,24,246960,False,0.773,0.869,1,-6.239,1,0.0689,0.0617,5.41e-05,0.102,0.426,110.23,4,mandopop
91562,91562,421JZANz2BLC2loXW51XSF,The Beach Boys,pov: you saw mommy kissing santa claus,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,rock
73890,73890,6nlGtvVM4yoHffJzHYShVx,Fritz Kalkbrenner,Grand Départ,Cerulean,18,351496,False,0.708,0.682,10,-13.588,1,0.0333,0.00285,0.838,0.0882,0.347,123.943,4,minimal-techno
12620,12620,3KX0nFmTrl722UBcrS1CV6,Andy Hui,On My Story,一步一生,46,210280,False,0.456,0.499,3,-7.131,1,0.0338,0.542,0.0,0.203,0.37,100.188,4,cantopop
3917,3917,650OeHTLxZAQmb4aEbGmaA,Linkin Park;Pusha T;Stormzy,One More Light,Good Goodbye (feat. Pusha T and Stormzy),63,211413,False,0.697,0.84,9,-4.602,0,0.054,0.106,0.0,0.748,0.452,128.034,4,alternative
35158,35158,0FfQ7jgHDMvzH7xuulRmmE,Josué Bom de Faixa,EU TÔ LOUCO,EU TÔ LOUCO,45,178107,False,0.724,0.825,2,-5.154,1,0.0379,0.593,0.0,0.608,0.398,123.132,4,forro
7902,7902,3btzW7ffhAy7HYt2CU9pRf,Watkins Family Hour;Jon Brion,Vol. II,Thanks a Lot,21,183253,False,0.815,0.432,2,-8.015,1,0.0299,0.357,0.000227,0.0988,0.532,98.444,4,bluegrass
30792,30792,10LCC2yUHBXPoGLRoOi0w8,Don Diablo;Zak Abel,pov: it's 2020,Bad,0,169910,True,0.794,0.774,0,-4.168,1,0.081,0.445,0.0101,0.172,0.674,123.981,4,edm
34728,34728,6S3JlDAGk3uu3NtZbPnuhS,Badfinger,Straight Up (Remastered 2010 / Deluxe Edition),Baby Blue - Remastered 2010,67,217346,False,0.623,0.876,11,-7.788,1,0.066,0.0189,0.0134,0.0728,0.515,124.431,4,folk
60715,60715,7tAjWupuyWDsPC5elVEFqr,Kyodi,G Move [Unique],G Move [Unique],19,176469,False,0.523,0.694,4,-4.766,0,0.347,0.277,0.0,0.119,0.434,177.31,4,j-dance
14349,14349,2mLOC7YJ2GgvcWHtCESmsJ,Sweet Little Band,Beatles For Babies,She's Leaving Home,36,230745,False,0.527,0.366,4,-8.458,1,0.0313,0.323,0.35,0.132,0.0993,125.072,3,children
47277,47277,6Eg6mlmavrJxtMGW5HxMUb,Planet Hemp,A Invasão do Sagaz Homem Fumaça,Ex-Quadrilha da Fumaça,46,185360,False,0.549,0.945,1,-4.534,1,0.295,0.00636,0.0,0.106,0.453,105.3,4,hard-rock
60729,60729,6eusV0VRyhmGzK0SX7luPl,Voicemail,Rio Riddim,Nuh Trust Dem,19,154671,False,0.681,0.536,8,-8.87,1,0.429,0.721,0.0,0.111,0.771,67.164,3,j-dance
